Order ID,Product ID,Sum of Quantity,Sum of Discount
AG-2013-5820,OFF-XER-10003901,2,0
AG-2013-5820,TEC-LOG-10001750,1,0
AG-2013-6090,OFF-BIN-10002061,1,0
AG-2013-6090,OFF-HON-10003538,2,0
AG-2013-640,OFF-AVE-10001847,1,0
AG-2013-640,OFF-GLO-10004123,4,0
AG-2013-6520,OFF-ACC-10000798,2,0
AG-2013-6520,OFF-BOS-10001348,4,0
AG-2013-6520,OFF-CAR-10002931,2,0
AG-2013-6630,FUR-SAU-10004653,1,0
AG-2013-6810,FUR-ELD-10000301,1,0
AG-2013-6810,TEC-NOK-10000534,1,0
AG-2013-7890,TEC-EPS-10004328,4,0
AG-2013-8490,OFF-AVE-10004827,2,0
AG-2013-8490,OFF-BOS-10001386,1,0
AG-2013-8490,OFF-FEL-10002837,4,0
AG-2013-8490,OFF-JIF-10002836,4,0
AG-2013-8490,OFF-TEN-10004194,4,0
AG-2013-8990,FUR-SAU-10003795,1,0
AG-2013-9570,OFF-IBI-10003191,1,0
AG-2013-9890,OFF-STA-10001895,4,0
AG-2014-2040,FUR-RUB-10003004,1,0
AG-2014-2110,OFF-IBI-10004855,8,0
AG-2014-2110,OFF-SAN-10002839,4,0
AG-2014-2230,OFF-EAT-10004307,2,0
AG-2014-2280,FUR-SAF-10002121,2,0
AG-2014-2280,FUR-SAU-10000893,2,0
AG-2014-2280,OFF-STA-10001636,2,0
AG-2014-2280,OFF-TEN-10000794,1,0
AG-2014-2360,OFF-CAM-10003933,1,0
AG-2014-2600,FUR-IKE-10003642,2,0
AG-2014-2600,OFF-SAN-10001326,1,0
AG-2014-2600,OFF-STA-10000298,2,0
AG-2014-2600,TEC-STA-10000699,2,0
AG-2014-2760,FUR-DEF-10002865,1,0
AG-2014-2760,FUR-NOV-10002453,4,0
AG-2014-2760,OFF-AVE-10001750,6,0
AG-2014-2760,OFF-KIT-10001791,2,0
AG-2014-2760,OFF-SME-10000880,1,0
AG-2014-2760,OFF-WIL-10001979,2,0
AG-2014-2830,OFF-BOS-10003699,1,0
AG-2014-2830,OFF-BRE-10004073,1,0
AG-2014-3130,TEC-SHA-10000052,2,0
AG-2014-3510,OFF-KRA-10001967,2,0
AG-2014-3710,FUR-HON-10001776,2,0
AG-2014-3710,OFF-CAM-10001249,2,0
AG-2014-3710,OFF-STI-10000305,1,0
AG-2014-4280,OFF-BOS-10004950,6,0
AG-2014-4280,OFF-HOO-10003820,2,0
AG-2014-4280,TEC-BRO-10004178,4,0
AG-2014-4290,TEC-NOK-10000784,8,0
AG-2014-4590,TEC-APP-10001108,1,0
AG-2014-4720,OFF-STA-10003027,1,0
AG-2014-4840,OFF-AVE-10004708,1,0
AG-2014-4840,OFF-FEL-10002399,1,0
AG-2014-4840,OFF-GRE-10004796,1,0
AG-2014-4840,TEC-LOG-10004917,2,0
AG-2014-4840,TEC-MEM-10002524,4,0
AG-2014-4840,TEC-NOK-10004541,1,0
AG-2014-4880,OFF-CAR-10001358,1,0
AG-2014-5620,OFF-AVE-10004556,4,0
AG-2014-5620,OFF-SAN-10001128,8,0
AG-2014-6170,OFF-TEN-10000360,1,0
AG-2014-6310,FUR-RUB-10002817,1,0
AG-2014-6310,OFF-HAR-10002479,1,0
AG-2014-6470,OFF-ACC-10003636,2,0
AG-2014-6470,OFF-AME-10000870,1,0
AG-2014-6470,OFF-FIS-10000063,1,0
AG-2014-6470,OFF-KLE-10004543,2,0
AG-2014-6470,TEC-SHA-10004874,1,0
AG-2014-6650,OFF-ELD-10000845,1,0
AG-2014-6650,OFF-GLO-10003463,1,0
AG-2014-6650,OFF-STA-10003756,1,0
AG-2014-6650,OFF-STO-10004363,2,0
AG-2014-6650,OFF-WIL-10000979,1,0
AG-2014-6650,TEC-SAN-10002254,1,0
AG-2014-7430,OFF-TEN-10001585,1,0
AG-2014-7430,TEC-OKI-10002750,1,0
AG-2014-7490,OFF-BOS-10002340,1,0
AG-2014-7770,OFF-FEL-10001865,6,0
AG-2014-7770,OFF-STA-10001747,4,0
AG-2014-8040,OFF-ROG-10001818,4,0
AG-2014-8240,OFF-ADV-10004875,12,0
AG-2014-8240,OFF-ROG-10000566,2,0
AG-2014-8390,OFF-AME-10000851,1,0
AG-2014-8390,TEC-CIS-10003017,1,0
AG-2014-8600,FUR-SAU-10002255,2,0
AG-2014-8600,OFF-BIN-10000170,1,0
AG-2014-8620,OFF-AVE-10004508,1,0
AG-2014-8620,OFF-FEL-10001792,1,0
AG-2014-8620,OFF-SAN-10003285,4,0
AG-2014-8620,OFF-STA-10000244,1,0
AG-2014-8620,OFF-STA-10002719,2,0
AG-2014-8710,OFF-ROG-10003300,4,0
AG-2014-8930,OFF-IBI-10000080,1,0
AG-2014-9060,TEC-STA-10004542,4,0
AG-2014-9240,OFF-WIL-10000604,2,0
AG-2014-9430,OFF-FEL-10004117,4,0
AG-2014-9430,OFF-STA-10001895,1,0
AG-2014-9430,TEC-PAN-10000979,2,0
AJ-2011-4230,OFF-ROG-10002682,1,0
AJ-2011-4420,FUR-HON-10001847,1,0
AJ-2011-4420,OFF-AME-10004759,1,0
AJ-2011-4420,OFF-WIL-10003933,1,0
AJ-2011-4420,TEC-LOG-10003634,2,0
AJ-2011-4460,OFF-WIL-10003299,1,0
AJ-2011-7680,TEC-SAM-10000765,1,0
AJ-2012-7450,OFF-BIN-10001385,2,0
AJ-2012-7720,OFF-CAR-10001577,4,0
AJ-2012-7720,TEC-SAN-10003238,1,0
AJ-2013-1340,TEC-KON-10003077,1,0
AJ-2013-1760,TEC-CIS-10002986,1,0
AJ-2013-180,OFF-EAT-10003405,2,0
AJ-2013-2640,FUR-BAR-10004434,4,0
AJ-2013-2640,OFF-WIL-10003299,8,0
AJ-2013-3610,OFF-ACC-10002772,1,0
AJ-2013-8630,OFF-CAR-10001428,1,0
AJ-2014-1760,OFF-TEN-10003089,1,0
AJ-2014-5740,FUR-TEN-10001809,1,0
AJ-2014-5740,OFF-BOS-10002558,2,0
AJ-2014-5740,OFF-NOV-10000141,2,0
AJ-2014-6170,OFF-ROG-10003733,1,0
AJ-2014-6800,FUR-DEF-10000720,1,0
AJ-2014-6800,OFF-STI-10001651,1,0
AJ-2014-6800,TEC-MEM-10004014,4,0
AJ-2014-8550,OFF-STO-10003878,2,0
AJ-2014-9020,OFF-BOS-10001375,1,0
AJ-2014-9550,FUR-HON-10000339,1,0
AJ-2014-9620,OFF-STI-10003148,4,0
AL-2011-4500,OFF-AVE-10002892,1,0
AL-2011-4500,OFF-BIN-10004569,2,0
AL-2011-4500,OFF-SAN-10002441,1,0
AL-2011-7440,TEC-STA-10002497,10,0
AL-2011-9500,OFF-HAR-10004816,1,0
AL-2012-8670,FUR-DAN-10001622,1,0
AL-2012-8670,OFF-FEL-10002837,4,0
AL-2012-8670,OFF-WIL-10003774,1,0
AL-2012-9220,FUR-ELD-10002511,1,0
AL-2012-9980,FUR-BUS-10001243,1,0
AL-2013-3830,TEC-CIS-10000436,4,0
AL-2013-7280,TEC-CIS-10002598,1,0
AL-2013-7420,TEC-OKI-10000592,1,0
AL-2014-8450,OFF-BOS-10001576,6,0
AL-2014-8450,OFF-FEL-10001343,1,0
AL-2014-8450,OFF-TEN-10001031,4,0
AM-2011-7110,FUR-ADV-10004395,1,0
AM-2011-7110,FUR-OFF-10003019,1,0
AM-2013-2480,OFF-EAT-10004908,1,0
AO-2011-1390,OFF-FEL-10001541,1,0
AO-2011-1670,FUR-IKE-10001539,6,0
AO-2011-1710,OFF-WIL-10001889,2,0
AO-2011-4780,TEC-MEM-10002202,4,0
AO-2011-4780,TEC-SAN-10003793,4,0
AO-2011-4910,TEC-LOG-10003079,1,0
AO-2011-7110,FUR-HON-10000339,1,0
AO-2011-7110,OFF-ACC-10000497,2,0
AO-2011-7110,OFF-SME-10004370,2,0
AO-2011-7110,OFF-STA-10000155,2,0
AO-2011-8000,OFF-GLO-10003496,1,0
AO-2011-8000,TEC-KON-10001624,2,0
AO-2011-8000,TEC-MOT-10001178,1,0
AO-2011-8260,FUR-ADV-10004718,2,0
AO-2011-8260,OFF-AVE-10004310,12,0
AO-2011-8260,OFF-BIC-10001632,1,0
AO-2011-8260,OFF-BIC-10003680,12,0
AO-2011-8260,OFF-CUI-10002506,1,0
AO-2011-8260,OFF-ROG-10002866,2,0
AO-2011-8430,FUR-BUS-10002989,2,0
AO-2011-8430,OFF-ELD-10000124,1,0
AO-2011-8430,OFF-SME-10002417,1,0
AO-2011-9910,OFF-HAR-10002083,4,0
AO-2012-1000,OFF-ACC-10004871,4,0
AO-2012-1000,TEC-CIS-10001877,1,0
AO-2012-1000,TEC-HP -10003618,1,0
AO-2012-1220,OFF-STO-10001671,2,0
AO-2012-1220,TEC-BRO-10000374,1,0
AO-2012-1230,OFF-HON-10002456,4,0
AO-2012-1230,OFF-KRA-10000916,1,0
AO-2012-1230,TEC-ENE-10000895,1,0
AO-2012-2480,FUR-ADV-10004499,2,0
AO-2012-2480,OFF-CUI-10001060,1,0
AO-2012-2480,OFF-IBI-10002637,1,0
AO-2012-2650,OFF-CAR-10001577,6,0
AO-2012-2750,OFF-CAR-10001358,1,0
AO-2012-2810,FUR-DAN-10001875,1,0
AO-2012-2810,OFF-STA-10003908,1,0
AO-2012-3210,OFF-FEL-10002837,2,0
AO-2012-3210,OFF-FEL-10004665,1,0
AO-2012-3210,TEC-SHA-10001103,1,0
AO-2012-5450,TEC-SAM-10004785,1,0
AO-2012-6670,FUR-DEF-10001763,1,0
AO-2012-7800,OFF-ACC-10004871,8,0
AO-2012-7980,TEC-BRO-10000463,1,0
AO-2012-8920,OFF-ELD-10002199,1,0
AO-2012-8920,OFF-ELI-10003004,2,0
AO-2012-8920,OFF-STA-10003956,4,0
AO-2013-1140,TEC-CIS-10000758,1,0
AO-2013-1470,OFF-OIC-10000855,2,0
AO-2013-1640,FUR-NOV-10004962,1,0
AO-2013-1640,FUR-OFF-10004824,4,0
AO-2013-1640,OFF-ACC-10002834,2,0
AO-2013-1640,OFF-AME-10000360,2,0
AO-2013-1640,OFF-AME-10002949,2,0
AO-2013-1640,OFF-IBI-10002805,1,0
AO-2013-1640,OFF-STI-10000388,2,0
AO-2013-1640,TEC-MOT-10001088,2,0
AO-2013-2100,FUR-DEF-10004355,8,0
AO-2013-2100,FUR-SAU-10002642,1,0
AO-2013-2100,OFF-KRA-10003337,4,0
AO-2013-2100,OFF-OIC-10000121,1,0
AO-2013-2100,OFF-STO-10004779,1,0
AO-2013-2100,TEC-APP-10001389,1,0
AO-2013-2180,FUR-SAU-10003203,1,0
AO-2013-2180,OFF-HON-10000934,14,0
AO-2013-2180,OFF-ROG-10000191,1,0
AO-2013-2230,OFF-AVE-10004508,1,0
AO-2013-2230,OFF-ROG-10002818,1,0
AO-2013-2380,OFF-STA-10004163,4,0
AO-2013-3830,OFF-HON-10003230,2,0
AO-2013-4310,FUR-DEF-10002774,1,0
AO-2013-4310,OFF-HON-10000934,6,0
AO-2013-6050,FUR-ELD-10004994,1,0
AO-2013-6050,OFF-STO-10003802,4,0
AO-2013-6140,OFF-HON-10000934,6,0
AO-2013-6910,OFF-ROG-10002132,4,0
AO-2013-7170,OFF-BIN-10002061,1,0
AO-2013-7170,OFF-EAT-10002122,1,0
AO-2013-7170,OFF-ELD-10000819,1,0
AO-2013-7170,OFF-STO-10004841,6,0
AO-2013-7370,OFF-OIC-10003978,1,0
AO-2013-9250,TEC-APP-10001586,12,0
AO-2013-9250,TEC-CIS-10000791,8,0
AO-2014-1550,OFF-ELD-10000124,1,0
AO-2014-190,FUR-HAR-10004129,1,0
AO-2014-190,OFF-STO-10003802,1,0
AO-2014-2110,OFF-ACC-10001285,4,0
AO-2014-2110,OFF-GRE-10004054,6,0
AO-2014-2160,OFF-AME-10000244,2,0
AO-2014-2160,OFF-TEN-10003089,4,0
AO-2014-2270,FUR-CHR-10002278,4,0
AO-2014-2460,OFF-SME-10000746,4,0
AO-2014-2730,OFF-FIS-10002661,1,0
AO-2014-2730,OFF-WIL-10000979,1,0
AO-2014-4190,OFF-IBI-10004855,4,0
AO-2014-420,OFF-AVE-10002024,2,0
AO-2014-420,TEC-KON-10001519,1,0
AO-2014-4830,OFF-FEL-10001405,2,0
AO-2014-4830,OFF-SME-10001745,1,0
AO-2014-5290,FUR-HON-10003950,1,0
AO-2014-5290,OFF-TEN-10003211,1,0
AO-2014-5450,OFF-ROG-10002294,4,0
AO-2014-5450,OFF-STO-10004910,1,0
AO-2014-5560,OFF-HAR-10002083,4,0
AO-2014-5560,OFF-WIL-10000777,1,0
AO-2014-620,FUR-RUB-10001796,2,0
AO-2014-620,OFF-SAN-10004824,1,0
AO-2014-650,OFF-KLE-10001317,2,0
AO-2014-6780,OFF-CAR-10004229,1,0
AO-2014-6780,OFF-SME-10000520,2,0
AO-2014-6900,OFF-KRA-10000113,2,0
AO-2014-7730,OFF-SAN-10001094,6,0
AO-2014-7960,TEC-APP-10001389,1,0
AO-2014-7960,TEC-EPS-10002711,4,0
AO-2014-7960,TEC-MEM-10001436,1,0
AO-2014-8210,FUR-ADV-10002889,4,0
AO-2014-8250,OFF-ACC-10004538,1,0
AO-2014-8250,OFF-FEL-10001776,2,0
AO-2014-8250,OFF-TEN-10001031,6,0
AO-2014-9370,FUR-BUS-10001243,2,0
AO-2014-9370,OFF-STA-10004484,1,0
AU-2011-0,FUR-HON-10003871,1,0
AU-2011-3990,OFF-AME-10002949,2,0
AU-2011-3990,OFF-AVE-10002892,1,0
AU-2011-3990,TEC-NOK-10001172,4,0
AU-2011-4210,FUR-HON-10003653,1,0
AU-2011-4210,OFF-ROG-10000332,1,0
AU-2011-5790,FUR-RUB-10003724,1,0
AU-2011-790,OFF-KRA-10002752,1,0
AU-2011-9050,OFF-SAN-10001862,1,0
AU-2011-9050,TEC-EPS-10004171,1,0
AU-2012-1790,FUR-SAF-10003745,1,0
AU-2012-4970,OFF-HOO-10004910,1,0
AU-2012-5610,OFF-CAR-10001358,2,0
AU-2012-5610,OFF-IBI-10004323,1,0
AU-2012-5610,TEC-BEL-10002207,1,0
AU-2012-6590,FUR-DAN-10002846,1,0
AU-2012-6590,OFF-CUI-10001060,1,0
AU-2012-6590,TEC-NOK-10002555,6,0
AU-2012-7410,OFF-TEN-10003089,2,0
AU-2012-940,FUR-RUB-10003004,8,0
AU-2012-9900,OFF-ELD-10000845,1,0
AU-2012-9900,TEC-BEL-10000696,2,0
AU-2013-2590,OFF-AME-10000851,2,0
AU-2013-2590,OFF-BIC-10001682,2,0
AU-2013-2590,OFF-HAR-10002479,1,0
AU-2013-2590,OFF-SME-10004247,1,0
AU-2013-2590,TEC-BEL-10003177,1,0
AU-2013-3370,OFF-FEL-10004117,2,0
AU-2013-3750,OFF-SME-10004519,1,0
AU-2013-6380,OFF-BIC-10001510,1,0
AU-2013-6380,OFF-GLO-10001567,2,0
AU-2013-6980,FUR-RUB-10004633,8,0
AU-2013-6980,OFF-KRA-10000916,1,0
AU-2013-6980,OFF-ROG-10002132,1,0
AU-2013-8150,OFF-BOS-10001711,2,0
AU-2013-9620,TEC-HP -10000464,1,0
AU-2013-9920,OFF-SAN-10003285,6,0
AU-2014-1430,FUR-SAF-10002529,1,0
AU-2014-1430,OFF-SAN-10000844,8,0
AU-2014-1430,OFF-STO-10003878,1,0
AU-2014-1430,TEC-PAN-10004404,8,0
AU-2014-1530,FUR-NOV-10004962,4,0
AU-2014-1530,TEC-ENE-10004627,2,0
AU-2014-1900,OFF-AVE-10003740,2,0
AU-2014-3670,OFF-IBI-10003541,14,0
AU-2014-6170,TEC-APP-10004296,2,0
AU-2014-6560,FUR-HAR-10002288,4,0
AU-2014-6560,OFF-AVE-10002311,1,0
AU-2014-6560,OFF-HAR-10000242,1,0
AU-2014-6650,OFF-HOO-10000335,1,0
AU-2014-6650,OFF-STA-10002654,1,0
AU-2014-7090,FUR-SAF-10003819,1,0
AU-2014-800,OFF-BIC-10001632,2,0
AU-2014-800,OFF-BOS-10000557,6,0
AU-2014-8900,OFF-ELI-10001685,2,0
AU-2014-8970,OFF-ADV-10000331,1,0
AU-2014-8970,OFF-SAN-10001094,2,0
AU-2014-8970,TEC-OKI-10003124,2,0
AU-2014-9620,OFF-SAN-10004420,6,0
AU-2014-9620,TEC-KON-10000562,4,0
AU-2014-970,OFF-OIC-10000855,2,0
BA-2013-8930,OFF-ADV-10003369,4,0
BA-2013-8930,TEC-OKI-10000372,2,0
BK-2011-6660,FUR-ADV-10004971,8,0
BK-2012-7820,OFF-SME-10003033,1,0
BK-2012-9590,OFF-HAM-10002455,1,0
BK-2012-9590,OFF-KRA-10000117,1,0
BK-2012-9590,TEC-APP-10001586,6,0
BK-2012-9590,TEC-LOG-10002589,1,0
BK-2013-5970,OFF-GLO-10002982,4,0
BK-2013-5970,TEC-CIS-10003676,2,0
BK-2014-2410,OFF-FEL-10003848,1,0
BK-2014-2410,OFF-SAN-10002020,2,0
BK-2014-2410,TEC-BRO-10000348,1,0
BK-2014-2770,OFF-TEN-10000894,4,0
BK-2014-5210,OFF-BOS-10000363,8,0
BK-2014-7550,OFF-CAR-10002931,4,0
BK-2014-7550,OFF-ENE-10002833,1,0
BK-2014-7550,OFF-ROG-10004393,4,0
BK-2014-7550,OFF-SAN-10001634,1,0
BN-2011-1530,OFF-FIS-10004915,1,0
BN-2011-2460,OFF-BOS-10002073,1,0
BN-2011-2460,TEC-NOK-10004278,10,0
BN-2011-2620,OFF-WIL-10003308,1,0
BN-2011-4470,TEC-HP -10001577,2,0
BN-2011-4470,TEC-MEM-10000312,2,0
BN-2011-6760,OFF-KIT-10004515,2,0
BN-2012-3640,OFF-ACC-10004538,1,0
BN-2012-3640,OFF-HON-10001508,6,0
BN-2012-5720,OFF-BIC-10001458,1,0
BN-2012-6200,OFF-AME-10002557,1,0
BN-2012-8190,OFF-STO-10004495,2,0
BN-2013-2680,OFF-BOS-10001511,2,0
BN-2013-2680,OFF-ELD-10004324,2,0
BN-2013-570,OFF-SAN-10001345,1,0
BN-2013-6580,FUR-LES-10004420,2,0
BN-2013-6580,OFF-KRA-10002170,1,0
BN-2013-6580,OFF-SAN-10002484,1,0
BN-2013-6580,TEC-BEL-10002207,1,0
BN-2013-6580,TEC-CAN-10001376,1,0
BN-2013-9270,OFF-ACC-10004692,1,0
BN-2013-9770,OFF-ACC-10000497,1,0
BN-2013-9770,OFF-HAR-10002083,1,0
BN-2013-9770,OFF-JIF-10002454,2,0
BN-2014-1970,OFF-SME-10001149,1,0
BN-2014-2740,OFF-BIN-10000170,1,0
BN-2014-4710,OFF-BIC-10000582,4,0
BN-2014-4710,OFF-BOS-10003699,1,0
BN-2014-4860,OFF-SAN-10004420,1,0
BN-2014-4920,OFF-WIL-10002593,1,0
BN-2014-5090,OFF-GRE-10001059,4,0
BN-2014-8500,TEC-BRO-10004328,1,0
BN-2014-9200,OFF-HON-10001783,1,0
BN-2014-9200,TEC-SHA-10004874,4,0
BN-2014-9930,OFF-CUI-10002314,1,0
BO-2011-470,OFF-KLE-10001699,1,0
BO-2011-470,OFF-STO-10004363,2,0
BO-2011-6900,OFF-IBI-10003191,1,0
BO-2011-7760,OFF-BIN-10001274,2,0
BO-2011-7760,OFF-HOO-10003820,1,0
BO-2011-7760,OFF-KRA-10000113,1,0
BO-2011-9310,FUR-SAF-10002616,1,0
BO-2011-9310,OFF-ACC-10004182,2,0
BO-2012-2360,FUR-OFF-10004495,1,0
BO-2012-2360,FUR-SAF-10001870,1,0
BO-2012-4390,OFF-BIC-10002403,2,0
BO-2012-4390,TEC-SAM-10001013,1,0
BO-2012-5160,FUR-IKE-10001301,12,0
BO-2012-5160,TEC-KON-10004774,1,0
BO-2012-5210,OFF-CAR-10001358,2,0
BO-2012-5950,FUR-SAF-10000085,1,0
BO-2012-5950,OFF-STI-10000388,1,0
BO-2012-6660,OFF-HOO-10003338,2,0
BO-2012-7210,OFF-HON-10000966,4,0
BO-2012-7210,OFF-ROG-10003898,1,0
BO-2012-7240,OFF-SME-10004160,2,0
BO-2012-7320,TEC-PAN-10002583,1,0
BO-2012-8820,OFF-BIN-10003089,4,0
BO-2013-1280,OFF-ACC-10004008,8,0
BO-2013-1280,OFF-HAM-10003628,4,0
BO-2013-1280,OFF-KLE-10000228,1,0
BO-2013-1400,OFF-CAR-10001911,2,0
BO-2013-2880,OFF-EAT-10001933,1,0
BO-2013-2880,OFF-STA-10000247,2,0
BO-2013-3500,OFF-SAN-10004706,4,0
BO-2013-3590,TEC-NOK-10001172,1,0
BO-2013-3910,OFF-CAM-10001690,1,0
BO-2013-8060,OFF-BOS-10002705,2,0
BO-2013-8060,OFF-KLE-10001699,2,0
BO-2013-9400,OFF-SAN-10003041,2,0
BO-2014-1160,OFF-BOS-10001375,2,0
BO-2014-1160,OFF-CAR-10001746,1,0
BO-2014-1510,FUR-HAR-10001144,2,0
BO-2014-1510,OFF-AVE-10000608,1,0
BO-2014-1510,OFF-BIC-10002722,2,0
BO-2014-1510,OFF-ENE-10000935,6,0
BO-2014-1510,OFF-HOO-10001248,2,0
BO-2014-1510,OFF-IBI-10001640,1,0
BO-2014-1510,OFF-STO-10000924,4,0
BO-2014-1510,TEC-SAM-10001843,1,0
BO-2014-170,FUR-RUB-10000958,1,0
BO-2014-170,FUR-TEN-10003349,2,0
BO-2014-170,OFF-WIL-10002947,4,0
BO-2014-1930,OFF-CAR-10001358,4,0
BO-2014-1930,OFF-STA-10003908,1,0
BO-2014-1930,TEC-HP -10004590,1,0
BO-2014-2490,OFF-AME-10002557,2,0
BO-2014-2490,OFF-SME-10000520,1,0
BO-2014-2640,OFF-STA-10001895,1,0
BO-2014-2670,OFF-BIC-10003800,1,0
BO-2014-2670,OFF-BOS-10002472,4,0
BO-2014-2670,OFF-WIL-10002153,2,0
BO-2014-2670,TEC-MOT-10001535,2,0
BO-2014-4120,OFF-ELD-10003181,1,0
BO-2014-5570,TEC-APP-10001965,12,0
BO-2014-5730,OFF-STA-10000247,1,0
BO-2014-620,OFF-ELD-10002199,2,0
BO-2014-620,OFF-HAR-10003580,1,0
BO-2014-620,OFF-KLE-10002292,1,0
BO-2014-620,TEC-SHA-10002696,4,0
BO-2014-6700,OFF-AVE-10004512,2,0
BO-2014-8490,OFF-WIL-10003933,1,0
